country,year,co2,co2_per_capita,co2_5yr_rolling_mean,co2_lag1,co2_lag2,co2_lag3,co2_yoy_pct_change,ghg_intensity
Brazil,1984,167.5242462158203,1.2628198862075806,172.44080200195313,165.851318359375,171.43914794921875,171.2619171142578,1.0086913224411909,1.8559126538652534e-09
Brazil,1985,180.06483459472656,1.328738808631897,171.2282928466797,167.5242462158203,165.851318359375,171.43914794921875,7.485834834170979,1.9692629886001546e-09
Brazil,1986,197.1833953857422,1.4253908395767212,176.41258850097657,180.06483459472656,167.5242462158203,165.851318359375,9.506887243999929,1.8753658180512194e-09
Brazil,1987,205.9117889404297,1.4592812061309814,183.30711669921874,197.1833953857422,180.06483459472656,167.5242462158203,4.4265357829002205,1.7744252316826761e-09
Brazil,1988,207.6402587890625,1.443687081336975,191.66490478515624,205.9117889404297,197.1833953857422,180.06483459472656,0.8394224816010265,1.733703882227249e-09
Brazil,1989,212.01596069335935,1.447178602218628,200.56324768066406,207.6402587890625,205.9117889404297,197.1833953857422,2.107347548984717,1.6498801777490348e-09
Brazil,1990,218.65768432617188,1.4660919904708862,208.2818176269531,212.01596069335935,207.6402587890625,205.9117889404297,3.1326526602487803,1.7759114106138067e-09
Brazil,1991,229.39358520507807,1.511911153793335,214.7238555908203,218.65768432617188,212.01596069335935,207.6402587890625,4.909912456079724,1.804642160015332e-09
Brazil,1992,233.60086059570312,1.5141841173171997,220.261669921875,229.39358520507807,218.65768432617188,212.01596069335935,1.8340858951499284,1.8561757529232035e-09
Brazil,1993,244.3055419921875,1.5581248998641968,227.5947265625,233.60086059570312,229.39358520507807,218.65768432617188,4.582466592454537,1.7581653991749032e-09
Brazil,1994,254.00225830078125,1.5948402881622314,235.9919860839844,244.3055419921875,233.60086059570312,229.39358520507807,3.9690938770860384,1.920481074614102e-09
Brazil,1995,268.6775207519531,1.6612199544906616,245.99595336914064,254.00225830078125,244.3055419921875,233.60086059570312,5.777611013912298,1.8013173047493897e-09
Brazil,1996,289.3109130859375,1.761914849281311,257.9794189453125,268.6775207519531,254.00225830078125,244.3055419921875,7.679612449987361,1.7015117684007862e-09
Brazil,1997,306.9490661621094,1.841749668121338,272.64906005859376,289.3109130859375,268.6775207519531,254.00225830078125,6.0966082779368325,1.6940402738385842e-09
Brazil,1998,317.35943603515625,1.876094102859497,287.2598388671875,306.9490661621094,289.3109130859375,268.6775207519531,3.391562646927504,1.8109906513113683e-09
Brazil,1999,327.2556457519531,1.906622648239136,301.9105163574219,317.35943603515625,306.9490661621094,289.3109130859375,3.118296982258495,1.8018871136690223e-09
Brazil,2000,340.18280029296875,1.9548683166503904,316.211572265625,327.2556457519531,317.35943603515625,306.9490661621094,3.950170060874636,1.623128973955656e-09
Brazil,2001,346.1657409667969,1.9634904861450195,327.58253784179686,340.18280029296875,327.2556457519531,317.35943603515625,1.758742849043382,1.558865436335523e-09
Brazil,2002,347.76495361328125,1.948225021362305,335.74571533203124,346.1657409667969,340.18280029296875,327.2556457519531,0.46197888965497924,1.601261590515128e-09
Brazil,2003,344.6449279785156,1.9080932140350344,341.20281372070315,347.76495361328125,346.1657409667969,340.18280029296875,-0.8971650542553333,2.0193763853443057e-09
Brazil,2004,361.43402099609375,1.978561520576477,348.0384887695312,344.6449279785156,347.76495361328125,346.1657409667969,4.8714174080706885,1.6256277717465132e-09
Brazil,2005,364.37054443359375,1.9728968143463133,352.87603759765625,361.43402099609375,344.6449279785156,347.76495361328125,0.8124645901918859,1.435763192422476e-09
Brazil,2006,368.8709411621094,1.9762380123138428,357.4170776367188,364.37054443359375,361.43402099609375,344.6449279785156,1.2351154058052094,1.2581061257198966e-09
Brazil,2007,390.5734252929688,2.0714328289031982,365.97877197265626,368.8709411621094,364.37054443359375,361.43402099609375,5.8834897816799625,1.1414189470832045e-09
Brazil,2008,412.6378479003906,2.167587995529175,379.5773559570313,390.5734252929688,368.8709411621094,364.37054443359375,5.649238063463047,1.0221134868674068e-09
Brazil,2009,389.77532958984375,2.0292346477508545,385.24561767578126,412.6378479003906,390.5734252929688,368.8709411621094,-5.540577149400461,9.39317991608201e-10
Brazil,2010,440.26904296875,2.2729203701019287,400.4253173828125,389.77532958984375,412.6378479003906,390.5734252929688,12.954568836370495,8.587988822764492e-10
Brazil,2011,461.9113159179688,2.3653223514556885,419.03339233398435,440.26904296875,389.77532958984375,412.6378479003906,4.915692641772895,8.014565289726419e-10
Brazil,2012,497.46820068359375,2.526808261871338,440.4123474121094,461.9113159179688,440.26904296875,389.77532958984375,7.697773044369294,8.273852249562277e-10
Brazil,2013,531.56884765625,2.6782214641571045,464.19854736328125,497.46820068359375,461.9113159179688,440.26904296875,6.854839550708358,8.242846822177633e-10
Brazil,2014,556.5255126953125,2.7814435958862305,497.548583984375,531.56884765625,497.46820068359375,461.9113159179688,4.6949073763632665,8.391197866188736e-10
Brazil,2015,528.1735229492188,2.618927240371704,515.1294799804688,556.5255126953125,531.56884765625,497.46820068359375,-5.094463613856992,8.665562175078077e-10
Brazil,2016,491.7448425292969,2.419788360595703,521.0961853027344,528.1735229492188,556.5255126953125,531.56884765625,-6.89710461374723,8.597294166759287e-10
Brazil,2017,497.2545471191406,2.4291460514068604,521.0534545898438,491.7448425292969,528.1735229492188,556.5255126953125,1.1204397307970737,8.211703909259847e-10
Brazil,2018,476.6005554199219,2.3123908042907715,510.05979614257814,497.2545471191406,491.7448425292969,528.1735229492188,-4.15360539564259,8.041003536305594e-10
Brazil,2019,476.7237548828125,2.297957181930542,494.0994445800781,476.6005554199219,497.2545471191406,491.7448425292969,0.025849626377816293,8.093342129287743e-10
Brazil,2020,447.9993896484375,2.147021770477295,478.0646179199219,476.7237548828125,476.6005554199219,497.2545471191406,-6.025368977351675,8.714874904951788e-10
Brazil,2021,496.5619812011719,2.3696553707122803,479.0280456542969,447.9993896484375,476.7237548828125,476.6005554199219,10.839878954041282,8.95692621778568e-10
Brazil,2022,480.0582885742188,2.282661199569702,475.5887939453125,496.5619812011719,447.9993896484375,476.7237548828125,-3.32359166664975,9.019865782394409e-10
Brazil,2023,483.991943359375,2.292271852493286,477.06707153320315,480.0582885742188,496.5619812011719,447.9993896484375,0.8194119086745166,
Brazil,2024,483.0115356445313,2.278371810913086,478.3246276855469,483.991943359375,480.0582885742188,496.5619812011719,-0.2025669493667004,
China,1850,,,,,,,,1.1980193726445101e-09
China,1851,,,,,,,,
China,1852,,,,,,,,
China,1853,,,,,,,,
China,1854,,,,,,,,
China,1855,,,,,,,,
China,1856,,,,,,,,
China,1857,,,,,,,,
China,1858,,,,,,,,
China,1859,,,,,,,,
China,1860,,,,,,,,
China,1861,,,,,,,,
China,1862,,,,,,,,
China,1863,,,,,,,,
China,1864,,,,,,,,
China,1865,,,,,,,,
China,1866,,,,,,,,
China,1867,,,,,,,,
China,1868,,,,,,,,
China,1869,,,,,,,,
China,1870,,,,,,,,7.442954148180939e-10
China,1871,,,,,,,,
China,1872,,,,,,,,
China,1873,,,,,,,,
China,1874,,,,,,,,
China,1875,,,,,,,,
China,1876,,,,,,,,
China,1877,,,,,,,,
China,1878,,,,,,,,
China,1879,,,,,,,,
China,1880,,,,,,,,
China,1881,,,,,,,,
China,1882,,,,,,,,
China,1883,,,,,,,,
China,1884,,,,,,,,
China,1885,,,,,,,,
China,1886,,,,,,,,
China,1887,,,,,,,,9.546488196458053e-10
China,1888,,,,,,,,
China,1889,,,,,,,,
China,1890,,,,,,,,9.927818363320492e-10
China,1891,,,,,,,,
China,1892,,,,,,,,
China,1893,,,,,,,,
China,1894,,,,,,,,
China,1895,,,,,,,,
China,1896,,,,,,,,
China,1897,,,,,,,,
China,1898,,,,,,,,
China,1899,,,,,,,,
China,1900,,,,,,,,1.1435355669186441e-09
China,1901,,,,,,,,
China,1902,,,,,,,,
China,1903,,,,,,,,
China,1904,,,,,,,,
China,1905,,,,,,,,
China,1906,,,,,,,,
China,1907,19.893871307373047,0.0484026111662387,,,,,,
China,1908,22.73585319519043,0.0550205372273922,,19.893871307373047,,,14.285715655374176,
China,1909,24.251575469970703,0.058310255408287,,22.73585319519043,19.893871307373047,,6.6666610738888465,
China,1910,25.00943756103516,0.0596800744533538,,24.251575469970703,22.73585319519043,19.893871307373047,3.1250014746583066,
China,1911,24.63050651550293,0.0582708418369293,23.304248809814453,25.00943756103516,24.251575469970703,22.73585319519043,-1.5151522084711155,1.5472193398050884e-09
China,1912,17.02915382385254,0.0398988462984561,22.73130531311035,24.63050651550293,25.00943756103516,24.251575469970703,-30.861536228927932,
China,1913,24.251575469970703,0.0562133267521858,23.034449768066406,17.02915382385254,24.63050651550293,25.00943756103516,42.41209939628241,1.4011584769648163e-09
China,1914,26.718416213989254,0.0612691864371299,23.527817916870116,24.251575469970703,17.02915382385254,24.63050651550293,10.171878305692328,
China,1915,25.420578002929688,0.0576698631048202,23.610046005249025,26.718416213989254,24.251575469970703,17.02915382385254,-4.857466852320547,
China,1916,30.13068962097168,0.0676245987415313,24.710082626342775,25.420578002929688,26.718416213989254,24.251575469970703,18.528735332057188,
China,1917,32.0234489440918,0.0711042955517768,27.708941650390624,30.13068962097168,25.420578002929688,26.718416213989254,6.281832068664994,
China,1918,34.74796295166016,0.0763127282261848,29.808219146728515,32.0234489440918,30.13068962097168,25.420578002929688,8.507871879524798,
China,1919,37.99729537963867,0.0826641321182251,32.0639949798584,34.74796295166016,32.0234489440918,30.13068962097168,9.3511450800694,
China,1920,40.27845764160156,0.0869324505329132,35.03557090759277,37.99729537963867,34.74796295166016,32.0234489440918,6.003485877537695,
China,1921,38.762733459472656,0.0831208452582359,36.76197967529297,40.27845764160156,37.99729537963867,34.74796295166016,-3.7631137607498477,
China,1922,39.97152328491211,0.0852847471833229,38.35159454345703,38.762733459472656,40.27845764160156,37.99729537963867,3.1184328801354244,
China,1923,46.517555236816406,0.0989010408520698,40.70551300048828,39.97152328491211,38.762733459472656,40.27845764160156,16.37673877286334,
China,1924,48.84608459472656,0.1034849062561988,42.87527084350586,46.517555236816406,39.97152328491211,38.762733459472656,5.005700205128649,
China,1925,45.95484161376953,0.097015656530857,44.01054763793945,48.84608459472656,46.517555236816406,39.97152328491211,-5.919088510257319,
China,1926,43.66016387939453,0.0918457880616188,44.99003372192383,45.95484161376953,48.84608459472656,46.517555236816406,-4.993331831411297,
China,1927,45.80857849121094,0.0960249379277229,46.15744476318359,43.66016387939453,45.95484161376953,48.84608459472656,4.920766256744069,
China,1928,47.5914421081543,0.0994098484516143,46.372222137451175,45.80857849121094,43.66016387939453,45.95484161376953,3.891986338946163,
China,1929,48.28182601928711,0.1004476770758628,46.25937042236328,47.5914421081543,45.80857849121094,43.66016387939453,1.4506471763639173,1.4563690402368155e-09
China,1930,49.55845642089844,0.1026413962244987,46.98009338378906,48.28182601928711,47.5914421081543,45.80857849121094,2.644122036936536,1.52561040326505e-09
China,1931,51.90465927124024,0.1069678887724876,48.6289924621582,49.55845642089844,48.28182601928711,47.5914421081543,4.734212927084691,1.5612452207673055e-09
China,1932,50.2691535949707,0.1030352413654327,49.52110748291015,51.90465927124024,49.55845642089844,48.28182601928711,-3.15098046925385,1.5516545500346478e-09
China,1933,54.11117935180664,0.1102566048502922,50.82505493164062,50.2691535949707,51.90465927124024,49.55845642089844,7.6429091840136465,1.7647258060079225e-09
China,1934,62.38262939453125,0.1263614743947982,53.645215606689455,54.11117935180664,50.2691535949707,51.90465927124024,15.28602802934187,1.7880676027054605e-09
China,1935,72.64596557617188,0.1462837010622024,58.26271743774414,62.38262939453125,54.11117935180664,50.2691535949707,16.452234029334377,1.7022769807731337e-09
China,1936,75.47724914550781,0.1510893553495407,62.97723541259766,72.64596557617188,62.38262939453125,54.11117935180664,3.8973720658544098,1.624507867797951e-09
China,1937,70.9686508178711,0.1412270069122314,67.11713485717773,75.47724914550781,72.64596557617188,62.38262939453125,-5.973453429582309,1.6709500881253574e-09
China,1938,61.36552047729492,0.1213973090052604,68.5680030822754,70.9686508178711,75.47724914550781,72.64596557617188,-13.53151036395065,1.7176373059080517e-09
China,1939,74.42699432373047,0.1463878899812698,70.97687606811523,61.36552047729492,70.9686508178711,75.47724914550781,21.284711259424995,
China,1940,90.79052734375,0.1775667369365692,74.60578842163086,74.42699432373047,61.36552047729492,70.9686508178711,21.9860188748777,
China,1941,113.97856903076172,0.2216902524232864,82.30605239868164,90.79052734375,74.42699432373047,61.36552047729492,25.54015530631013,
China,1942,127.6133804321289,0.2468753159046173,93.6349983215332,113.97856903076172,90.79052734375,74.42699432373047,11.962609740860387,
China,1943,108.99454498291016,0.2097488790750503,103.16080322265626,127.6133804321289,113.97856903076172,90.79052734375,-14.590033886862797,
China,1944,103.00357055664062,0.1971789747476577,108.87611846923828,108.99454498291016,127.6133804321289,113.97856903076172,-5.496581895184649,
China,1945,55.892208099365234,0.1064321994781494,101.89645462036133,103.00357055664062,108.99454498291016,127.6133804321289,-45.737601330401766,
China,1946,36.10704803466797,0.0683954507112503,86.32215042114258,55.892208099365234,103.00357055664062,108.99454498291016,-35.39878050536702,
China,1947,41.83613586425781,0.0788315758109092,69.16670150756836,36.10704803466797,55.892208099365234,103.00357055664062,15.866951582663557,
China,1948,38.40010452270508,0.0719771236181259,55.047813415527344,41.83613586425781,36.10704803466797,55.892208099365234,-8.213070520426013,
China,1949,62.08110046386719,0.1154103428125381,46.863319396972656,38.40010452270508,41.83613586425781,36.10704803466797,61.66909240353784,
China,1950,78.8353042602539,0.1449060291051864,51.45193862915039,62.08110046386719,38.40010452270508,41.83613586425781,26.987607615200226,3.0713020671786315e-09
China,1951,102.1152114868164,0.1844039559364318,64.65357131958008,78.8353042602539,62.08110046386719,38.40010452270508,29.529799428071012,3.0197926250245466e-09
China,1952,128.00299072265625,0.2265012711286544,81.88694229125977,102.1152114868164,78.8353042602539,62.08110046386719,25.35154053828903,2.358428514752599e-09
China,1953,133.7864990234375,0.2316420078277588,100.96422119140625,128.00299072265625,102.1152114868164,78.8353042602539,4.518260290739895,2.0123632597175727e-09
China,1954,160.8810272216797,0.2726270854473114,120.72420654296874,133.7864990234375,128.00299072265625,102.1152114868164,20.252064592478504,2.515416475883827e-09
China,1955,190.52149963378903,0.3156696856021881,143.0614456176758,160.8810272216797,133.7864990234375,128.00299072265625,18.423845821960995,2.2897324787232488e-09
China,1956,215.82765197753903,0.350052148103714,165.8039337158203,190.52149963378903,160.8810272216797,133.7864990234375,13.28257041456855,2.0030794766557934e-09
China,1957,255.78868103027344,0.4057843685150146,191.36107177734374,215.82765197753903,190.52149963378903,160.8810272216797,18.51524987024977,1.9750193820222128e-09
China,1958,524.6243896484375,0.8143566250801086,269.5286499023438,255.78868103027344,215.82765197753903,190.52149963378903,105.10070560407105,2.064442992040349e-09
China,1959,720.1625366210938,1.1033453941345217,381.38495178222655,524.6243896484375,255.78868103027344,215.82765197753903,37.27202753644197,2.2943431991603053e-09
China,1960,798.8109130859375,1.2199273109436035,503.04283447265624,720.1625366210938,524.6243896484375,255.78868103027344,10.920920273616485,2.4623592708561568e-09
China,1961,570.6411743164062,0.8701802492141724,574.0055389404297,798.8109130859375,720.1625366210938,524.6243896484375,-28.56367320872898,3.1846923089139977e-09
China,1962,459.6253967285156,0.6910894513130188,614.7728820800781,570.6411743164062,798.8109130859375,720.1625366210938,-19.454568402092754,2.8776577879486707e-09
China,1963,456.7867736816406,0.6672778129577637,601.2053588867187,459.6253967285156,570.6411743164062,798.8109130859375,-0.6175949081751231,2.6602004688092704e-09
China,1964,460.6444091796875,0.6535833477973938,549.3017333984375,456.7867736816406,459.6253967285156,570.6411743164062,0.8445155858946674,2.236161390089503e-09
China,1965,500.293701171875,0.6915714740753174,489.598291015625,460.6444091796875,456.7867736816406,459.6253967285156,8.607353351535242,2.300096061042388e-09
China,1966,549.4666748046875,0.7401199340820312,485.36339111328124,500.293701171875,460.6444091796875,456.7867736816406,9.828821253921639,2.0973625394815666e-09
China,1967,460.2332153320313,0.6047536134719849,485.4849548339844,549.4666748046875,500.293701171875,460.6444091796875,-16.240013009774422,1.755358842884761e-09
China,1968,495.5138854980469,0.6344518661499023,493.2303771972656,460.2332153320313,549.4666748046875,500.293701171875,7.66582441047039,1.9383773210311304e-09
China,1969,607.6943359375,0.7575910687446594,522.6403625488281,495.5138854980469,460.2332153320313,549.4666748046875,22.63921430308642,2.382419697276872e-09
China,1970,807.963623046875,0.9813613891601562,584.1743469238281,607.6943359375,495.5138854980469,460.2332153320313,32.95559548048384,2.1786125564854705e-09
China,1971,909.2098388671876,1.0771737098693848,656.1229797363281,807.963623046875,607.6943359375,495.5138854980469,12.531036414548913,1.8825021357048234e-09
China,1972,968.6358032226562,1.121524453163147,757.8034973144531,909.2098388671876,807.963623046875,607.6943359375,6.536001021448379,2.300283910103439e-09
China,1973,1008.2686157226562,1.1424144506454468,860.354443359375,968.6358032226562,909.2098388671876,807.963623046875,4.091611353631719,2.0962694143387194e-09
China,1974,1028.0634765625,1.1419025659561155,944.428271484375,1008.2686157226562,968.6358032226562,909.2098388671876,1.9632527018265122,2.0583363206295352e-09
China,1975,1183.153564453125,1.291487693786621,1019.466259765625,1028.0634765625,1008.2686157226562,968.6358032226562,15.085652921859882,1.9736143164496734e-09
China,1976,1226.3394775390625,1.3181169033050537,1082.8921875,1183.153564453125,1028.0634765625,1008.2686157226562,3.6500682906617232,1.9860862225831997e-09
China,1977,1340.7152099609375,1.420932054519653,1157.3080688476562,1226.3394775390625,1183.153564453125,1028.0634765625,9.32659630687227,2.238629182476079e-09
China,1978,1492.5174560546875,1.560947060585022,1254.1578369140625,1340.7152099609375,1226.3394775390625,1183.153564453125,11.322482579889037,2.222073079758556e-09
China,1979,1525.4173583984375,1.5737502574920654,1353.62861328125,1492.5174560546875,1340.7152099609375,1226.3394775390625,2.2043227843188795,1.7943855934148403e-09
China,1980,1494.2978515625,1.5198873281478882,1415.857470703125,1525.4173583984375,1492.5174560546875,1340.7152099609375,-2.040065078885056,1.6798734207986045e-09
China,1981,1476.280029296875,1.4796520471572876,1465.8455810546875,1494.2978515625,1525.4173583984375,1492.5174560546875,-1.2057718109401594,1.5904475052838032e-09
China,1982,1606.2391357421875,1.584705829620361,1518.9503662109375,1476.280029296875,1494.2978515625,1525.4173583984375,8.803147361358654,1.5190065464005344e-09
China,1983,1693.7467041015625,1.6459084749221802,1559.1962158203125,1606.2391357421875,1476.280029296875,1494.2978515625,5.447978847741175,1.4616791304521827e-09
China,1984,1844.2127685546875,1.7667417526245115,1622.9552978515626,1693.7467041015625,1606.2391357421875,1476.280029296875,8.88362256816546,1.3667134124907662e-09
China,1985,1997.193359375,1.8844863176345823,1723.5343994140626,1844.2127685546875,1693.7467041015625,1606.2391357421875,8.295170352833182,1.2934748068932986e-09
China,1986,2103.429931640625,1.9526218175888064,1848.9643798828124,1997.193359375,1844.2127685546875,1693.7467041015625,5.319293285597082,1.2568036778731816e-09
China,1987,2256.62939453125,2.0585601329803467,1979.042431640625,2103.429931640625,1997.193359375,1844.2127685546875,7.283316671791074,1.212290351022067e-09
China,1988,2424.444091796875,2.1739132404327397,2125.1819091796874,2256.62939453125,2103.429931640625,1997.193359375,7.436520044997619,1.211189451510925e-09
China,1989,2462.14990234375,2.171225309371948,2248.7693359375,2424.444091796875,2256.62939453125,2103.429931640625,1.5552353083518433,1.226006489867227e-09
China,1990,2483.534423828125,2.1528878211975098,2346.037548828125,2462.14990234375,2424.444091796875,2256.62939453125,0.8685304442275665,1.242250025379073e-09
China,1991,2619.143310546875,2.2370765209198,2449.180224609375,2483.534423828125,2462.14990234375,2424.444091796875,5.460318384060181,1.2297299898450542e-09
China,1992,2731.290283203125,2.3057148456573486,2544.11240234375,2619.143310546875,2483.534423828125,2462.14990234375,4.281818875838206,1.1839975834640153e-09
China,1993,2914.284423828125,2.4340295791625977,2642.08046875,2731.290283203125,2619.143310546875,2483.534423828125,6.699915485013674,1.1127401103412311e-09
China,1994,3093.890869140625,2.559042930603028,2768.428662109375,2914.284423828125,2731.290283203125,2619.143310546875,6.162968989710826,1.104274226382574e-09
China,1995,3351.197265625,2.7465813159942627,2941.96123046875,3093.890869140625,2914.284423828125,2731.290283203125,8.316595748441703,1.0709556122994807e-09
China,1996,3499.310546875,2.8427844047546387,3117.994677734375,3351.197265625,3093.890869140625,2914.284423828125,4.419712404556897,1.0451364444182955e-09
China,1997,3512.349853515625,2.829939365386963,3274.206591796875,3499.310546875,3351.197265625,3093.890869140625,0.37262502044208556,1.0050508083193626e-09
China,1998,3355.3359375,2.682450771331787,3362.41689453125,3512.349853515625,3499.310546875,3351.197265625,-4.470338165728693,9.731350958615264e-10
China,1999,3549.948974609375,2.817024946212769,3453.628515625,3355.3359375,3512.349853515625,3499.310546875,5.800105883119944,9.576175145401472e-10
China,2000,3643.8095703125,2.8700878620147705,3512.1509765625,3549.948974609375,3355.3359375,3512.349853515625,2.643998445455198,8.873474931737552e-10
China,2001,3724.1142578125,2.912364959716797,3557.11171875,3643.8095703125,3549.948974609375,3355.3359375,2.203866199657445,8.345120002457255e-10
China,2002,4098.1806640625,3.1846189498901367,3674.277880859375,3724.1142578125,3643.8095703125,3549.948974609375,10.044439572853548,8.218058455249805e-10
China,2003,4835.25146484375,3.7351772785186768,3970.260986328125,4098.1806640625,3724.1142578125,3643.8095703125,17.9853174176708,8.792288769100132e-10
China,2004,5210.96142578125,4.001965999603272,4302.4634765625,4835.25146484375,4098.1806640625,3724.1142578125,7.770225885235127,8.735323357194615e-10
China,2005,5881.99072265625,4.489976406097412,4750.09970703125,5210.96142578125,4835.25146484375,4098.1806640625,12.877264712708868,8.777863452215812e-10
China,2006,6486.1845703125,4.9210309982299805,5302.51376953125,5881.99072265625,5210.96142578125,4835.25146484375,10.271927926186898,8.657507512917686e-10
China,2007,6974.6630859375,5.260666370391846,5877.81025390625,6486.1845703125,5881.99072265625,5210.96142578125,7.531060985541238,8.40080837666052e-10
China,2008,7492.404296875,5.61724853515625,6409.2408203125,6974.6630859375,6486.1845703125,5881.99072265625,7.423171622173164,8.560397274634881e-10
China,2009,7881.49072265625,5.870657444000244,6943.3466796875,7492.404296875,6974.6630859375,6486.1845703125,5.193078354614866,8.334128418018585e-10
China,2010,8610.0478515625,6.3704447746276855,7488.95810546875,7881.49072265625,7492.404296875,6974.6630859375,9.243900101435498,8.017036804595407e-10
China,2011,9520.1533203125,6.998823165893555,8095.75185546875,8610.0478515625,7881.49072265625,7492.404296875,10.570271901390637,8.291723182829937e-10
China,2012,9767.310546875,7.131917953491211,8654.28134765625,9520.1533203125,8610.0478515625,7881.49072265625,2.596147543497618,7.802210939430028e-10
China,2013,9942.37109375,7.209799289703369,9144.27470703125,9767.310546875,9520.1533203125,8610.0478515625,1.7923106471823047,7.341986817255774e-10
China,2014,9976.02734375,7.187588214874268,9563.18203125,9942.37109375,9767.310546875,9520.1533203125,0.3385133152106645,6.834287315070355e-10
China,2015,9858.0400390625,7.060954570770264,9812.78046875,9976.02734375,9942.37109375,9767.310546875,-1.1827083128578164,6.361851806067342e-10
China,2016,9748.1748046875,6.94288444519043,9858.384765625,9858.0400390625,9976.02734375,9942.37109375,-1.1144734038374682,5.823672678666649e-10
China,2017,10000.013671875,7.080383777618408,9904.925390625,9748.1748046875,9858.0400390625,9976.02734375,2.5834463603012114,5.5627086191152e-10
China,2018,10346.7900390625,7.291560649871826,9985.8091796875,10000.013671875,9748.1748046875,9858.0400390625,3.467758930798337,5.378013084331968e-10
China,2019,10713.5146484375,7.526070594787598,10133.306640625,10346.7900390625,10000.013671875,9748.1748046875,3.544332184092802,5.214291817135311e-10
China,2020,10896.5205078125,7.640749931335449,10341.002734375,10713.5146484375,10346.7900390625,10000.013671875,1.7081776184596054,5.185546426057949e-10
China,2021,11284.4013671875,7.91089916229248,10648.248046875,10896.5205078125,10713.5146484375,10346.7900390625,3.559676312240234,4.949646157892979e-10
China,2022,11711.8076171875,8.21777629852295,10990.6068359375,11284.4013671875,10896.5205078125,10713.5146484375,3.787584614304862,4.986617017366776e-10
China,2023,12172.0087890625,8.55626106262207,11355.6505859375,11711.8076171875,11284.4013671875,10896.5205078125,3.92937782891547,
China,2024,12289.037109375,8.658390045166016,11670.755078125,12172.0087890625,11711.8076171875,11284.4013671875,0.961454451278887,
Germany,1792,0.4689919948577881,,,,,,,
Germany,1793,0.4799839854240417,,,0.4689919948577881,,,2.3437480142036726,
Germany,1794,0.4433439970016479,,,0.4799839854240417,0.4689919948577881,,-7.633585605991467,
Germany,1795,0.4470080137252807,,,0.4433439970016479,0.4799839854240417,0.4689919948577881,0.8264500587382928,
Germany,1796,0.5349439978599548,,0.47485439777374266,0.4470080137252807,0.4433439970016479,0.4799839854240417,19.67212699428633,
Germany,1797,0.5496000051498413,,0.49097599983215334,0.5349439978599548,0.4470080137252807,0.4433439970016479,2.739727401095804,
Germany,1798,0.5752480030059814,,0.5100288033485413,0.5496000051498413,0.5349439978599548,0.4470080137252807,4.666666232862848,
Germany,1799,0.6265439987182617,,0.546668803691864,0.5752480030059814,0.5496000051498413,0.5349439978599548,8.917196660263226,
Germany,1800,0.795087993144989,0.0441715568304061,0.6162847995758056,0.6265439987182617,0.5752480030059814,0.5496000051498413,26.90058396082675,
Germany,1801,0.5349439978599548,0.0292405225336551,0.6162847995758056,0.795087993144989,0.6265439987182617,0.5752480030059814,-32.71889369829729,
Germany,1802,0.5532640218734741,0.029754901304841,0.6170176029205322,0.5349439978599548,0.795087993144989,0.6265439987182617,3.424662036925108,
Germany,1803,0.5349439978599548,0.0283063407987356,0.608956801891327,0.5532640218734741,0.5349439978599548,0.795087993144989,-3.3112624875703323,
Germany,1804,1.007599949836731,0.0524581298232078,0.6851679921150208,0.5349439978599548,0.5532640218734741,0.5349439978599548,88.35615575978753,
Germany,1805,1.0405759811401367,0.053302526473999,0.7342655897140503,1.007599949836731,0.5349439978599548,0.5532640218734741,3.2727305423892794,
Germany,1806,0.9379839897155762,0.0472736060619354,0.8148735880851745,1.0405759811401367,1.007599949836731,0.5349439978599548,-9.859154284164118,
Germany,1807,2.689375877380371,0.1333595365285873,1.242095959186554,0.9379839897155762,1.0405759811401367,1.007599949836731,186.71874007101846,
Germany,1808,0.8976799845695496,0.0437969043850898,1.3146431565284729,2.689375877380371,0.9379839897155762,1.0405759811401367,-66.621252457877,
Germany,1809,0.9306560158729552,0.0446745678782463,1.2992543697357177,0.8976799845695496,2.689375877380371,0.9379839897155762,3.6734729380446307,
Germany,1810,0.9782879948616028,0.0461926348507404,1.286796772480011,0.9306560158729552,0.8976799845695496,2.689375877380371,5.1181078912350575,
Germany,1811,0.9269919991493224,0.0430656783282756,1.2845983743667602,0.9782879948616028,0.9306560158729552,0.8976799845695496,-5.243445282136694,
Germany,1812,0.912335991859436,0.0417022444307804,0.9291903972625732,0.9269919991493224,0.9782879948616028,0.9306560158729552,-1.5810284558373522,
Germany,1813,0.8903520107269287,0.0400419905781745,0.9277248024940491,0.912335991859436,0.9269919991493224,0.9782879948616028,-2.4096365076753834,
Germany,1814,0.8830239772796631,0.0390729047358036,0.9181983947753907,0.8903520107269287,0.912335991859436,0.9269919991493224,-0.8230490142076108,
Germany,1815,1.0295840501785278,0.0448243841528892,0.9284576058387757,0.8830239772796631,0.8903520107269287,0.912335991859436,16.597519056093258,
Germany,1816,2.3852639198303223,0.1021734997630119,1.2201119899749755,1.0295840501785278,0.8830239772796631,0.8903520107269287,131.67257878720267,
Germany,1817,3.3818719387054443,0.1425306499004364,1.7140191793441772,2.3852639198303223,1.0295840501785278,0.8830239772796631,41.78187623556629,
Germany,1818,3.5320959091186523,0.1464646756649017,2.242367959022522,3.3818719387054443,2.3852639198303223,1.0295840501785278,4.442036042048136,
